t,s1
21.246,-4.5805
21.298,-2.7066
21.313,-0.7441
21.364,1.2514
21.38,3.191
21.431,5.0984
21.447,6.8916
21.498,8.5879
21.513,10.1209
21.548,11.6208
21.631,12.9675
21.647,13.9373
21.697,14.6049
21.713,14.9941
21.764,15.1529
21.78,15.0416
21.831,14.7107
21.846,14.0264
21.881,13.0771
21.914,11.6746
21.947,10.1886
21.98,8.5832
22.014,6.8703
22.064,5.019
22.08,3.0541
22.131,1.0745
22.146,-0.9713
22.198,-2.934
22.213,-4.8282
22.265,-6.6403
22.28,-8.4293
22.331,-9.973
22.346,-11.5389
22.431,-12.9304
22.447,-13.816
22.497,-14.502
22.513,-14.9
22.565,-14.9945
22.58,-14.8263
22.613,-14.3778
22.665,-13.6767
22.68,-12.7407
22.731,-11.3571
22.749,-9.7272
22.781,-8.1451
22.813,-6.3282
22.848,-4.5188
22.88,-2.6451
22.932,-0.6469
22.946,1.3486
22.998,3.3115
23.014,5.2358
23.065,7.0753
23.08,8.7779
23.114,10.3279
23.165,11.6486
23.231,13.1755
23.247,14.161
23.298,14.7955
23.313,15.1981
23.364,15.3877
23.38,15.2764
23.431,14.8992
23.447,14.2069
23.502,13.2405
23.516,12.0186
23.564,10.3524
23.58,8.7369
23.631,6.9971
23.647,5.1325
23.698,3.1135
23.713,1.117
23.747,-0.9289
23.799,-2.896
23.837,-4.7733
23.853,-6.5685
23.881,-8.3575
23.935,-9.9065
23.949,-11.5751
24.031,-13.0796
24.047,-13.9653
24.097,-14.6354
24.113,-15.0333
24.148,-15.1447
24.181,-14.9828
24.231,-14.5512
24.247,-13.8167
24.297,-12.8811
24.313,-11.377
24.364,-9.624
24.38,-8.0254
24.414,-6.2017
24.465,-4.3756
24.48,-2.4853
24.531,-0.5048
24.546,1.5075
24.58,3.4708
24.613,5.3858
24.665,7.1793
24.682,8.8596
24.714,10.3931
24.747,11.6657
24.814,13.1906
24.848,14.1442
24.881,14.7858
24.914,15.1587
24.947,15.2774
24.98,15.1588
25.014,14.8339
25.047,14.2101
25.081,13.2955
25.114,12.1156
25.148,10.4572
25.181,8.9018
25.231,7.1798
25.247,5.3445
25.281,3.3959
25.331,1.4162
25.347,-0.6358
25.38,-2.6424
25.431,-4.5714
25.449,-6.3833
25.481,-8.1607
25.514,-9.7374
25.565,-11.4501
25.631,-12.9534
25.647,-13.8553
25.698,-14.5054
25.713,-14.8863
25.747,-14.9976
25.781,-14.8188
25.814,-14.3705
25.848,-13.6701
25.881,-12.7349
25.914,-11.2044
25.947,-9.4526
25.981,-7.8711
26.013,-6.0841
26.064,-4.292
26.08,-2.3916
26.114,-0.4106
26.148,1.585
26.18,3.5144
26.231,5.4127
26.247,7.2063
26.281,8.853
26.314,10.3865
26.347,11.8921
26.432,13.3548
26.447,14.2645
26.481,14.8715
26.532,15.2274
26.547,15.3629
26.58,15.2274
26.614,14.8855
26.648,14.2658
26.698,13.2994
26.716,11.8866
26.748,10.2903
26.781,8.7072
26.814,7.0012
26.848,5.183
26.88,3.2514
26.914,1.2886
26.947,-0.7465
26.98,-2.74
27.013,-4.6005
27.047,-6.3954
27.08,-8.1728
27.114,-9.7047
27.147,-11.3621
27.232,-12.8257
27.264,-13.7105
27.28,-14.3606
27.314,-14.7415
27.348,-14.8528
27.38,-14.6909
27.414,-14.2595
27.448,-13.5591
27.484,-12.6405
27.514,-11.1477
27.547,-9.4522
27.581,-7.9043
27.614,-6.1173
27.648,-4.3251
27.68,-2.4195
27.714,-0.4645
27.748,1.5143
27.781,3.4268
27.814,5.3248
27.847,7.0849
27.881,8.7481
27.914,10.2811
27.947,11.7498
27.981,12.7587
28.015,13.958
28.048,14.6508
28.08,15.1089
28.114,15.3805
28.148,15.3974
28.182,15.1678
28.214,14.7409
28.247,14.0572
28.281,12.865
28.317,11.8252
28.348,10.2384
28.38,8.6724
28.414,6.9664
28.447,5.1294
28.481,3.1978
28.514,1.2349
28.551,-0.8002
28.58,-2.798
28.614,-4.6585
28.648,-6.4367
28.68,-8.1917
28.714,-9.7235
28.747,-11.3672
28.814,-12.8181
28.848,-13.703
28.881,-14.353
28.914,-14.7339
28.947,-14.8453
28.981,-14.6834
29.014,-14.252
29.047,-13.5516
29.081,-12.633
29.115,-11.1539
29.147,-9.4522
