t,s1
39.697,-7.8762
39.713,-8.0191
39.764,-8.1052
39.779,-8.0092
39.83,-7.8363
39.846,-7.4321
39.898,-6.7674
39.913,-5.8677
39.964,-4.7626
39.979,-3.4051
40.013,-1.9436
40.064,-0.4164
40.08,0.9737
40.13,2.6543
40.146,4.5233
40.197,6.1138
40.213,7.4036
40.264,8.6116
40.279,10.0818
40.331,10.7058
40.346,11.2028
40.396,11.7277
40.413,12.1756
40.464,11.7988
40.479,11.186
40.531,10.68
40.546,10.1389
40.597,9.1948
40.613,7.5633
40.664,6.2745
40.679,4.7495
40.73,2.8575
40.749,1.1255
40.797,-0.2545
40.813,-1.6636
40.864,-3.1425
40.879,-4.5458
40.931,-5.7096
40.946,-6.7597
40.997,-7.4971
41.013,-7.9955
41.064,-8.2451
41.082,-8.4701
41.134,-8.5097
41.166,-8.3543
41.18,-8.01
41.231,-7.6179
41.246,-6.9675
41.297,-6.0053
41.313,-4.9
41.364,-3.6835
41.379,-2.2168
41.43,-0.7119
41.446,0.6138
41.497,1.998
41.515,3.7252
41.564,5.4647
41.58,6.8619
41.63,8.3186
41.698,9.5256
41.713,10.3032
41.764,10.9103
41.779,11.3967
41.831,11.5115
41.848,11.3273
41.897,10.7592
41.913,10.0625
41.965,9.2238
41.979,7.9137
42.031,6.3982
42.046,4.948
42.097,3.2218
42.113,1.4853
42.164,0.1009
42.182,-1.2247
42.23,-2.7082
42.246,-4.1233
42.297,-5.3222
42.313,-6.3217
42.364,-7.4812
42.379,-8.025
42.414,-8.3726
42.447,-8.6275
42.497,-8.7034
42.515,-8.5977
42.564,-8.2931
42.58,-7.9502
42.63,-7.339
42.646,-6.5155
42.697,-5.1063
42.713,-3.8803
42.764,-2.5614
42.779,-1.0462
42.831,0.3029
42.849,1.6779
42.897,3.3951
42.913,5.2289
42.964,6.7202
42.98,8.0642
43.031,9.1051
43.046,10.0803
43.098,10.6536
43.113,11.0924
43.164,11.6657
43.182,11.6776
43.23,11.1009
43.246,10.4195
43.297,9.7873
43.313,8.8834
43.364,7.8316
43.379,6.437
43.43,5.1011
43.451,3.4298
43.481,1.4755
43.53,0.0986
43.546,-1.2372
43.597,-2.6577
43.613,-4.0731
43.664,-5.3198
43.679,-6.4795
43.731,-7.6517
43.746,-8.2628
43.797,-8.6251
43.815,-8.6925
43.847,-8.8182
43.897,-8.7621
43.913,-8.5229
43.964,-8.1988
43.979,-7.6697
44.03,-6.764
44.046,-5.4306
44.097,-4.2474
44.113,-2.8691
44.146,-1.3927
44.196,-0.087
44.213,1.261
44.264,2.6607
44.28,4.4781
44.331,6.006
44.346,7.1865
44.397,8.5614
44.413,9.5547
44.464,10.1889
44.479,10.7455
44.53,11.3971
44.546,11.5033
44.58,11.3102
44.63,10.5607
44.646,10.0009
44.697,9.3603
44.713,8.0734
44.764,6.7425
44.779,5.3256
44.83,3.6246
44.846,1.702
44.897,0.3075
44.912,-1.0327
44.964,-2.3353
44.979,-3.7776
45.03,-5.0545
45.046,-6.2296
45.114,-7.0852
45.164,-7.6959
45.179,-8.0378
45.23,-8.0923
45.247,-8.162
45.297,-8.0425
45.313,-7.8316
45.364,-7.3867
45.383,-6.6933
45.416,-5.6648
45.446,-4.5304
45.498,-3.1638
45.515,-1.7303
45.563,-0.4096
45.579,0.928
45.631,2.3183
45.646,4.1445
45.697,5.6942
45.713,6.9286
45.764,8.163
45.779,9.3199
45.831,9.8293
45.846,10.3707
45.897,11.057
45.913,11.2095
45.964,11.0748
45.979,10.38
46.031,9.8485
46.046,9.3046
46.097,8.2557
46.116,6.8788
46.146,5.6567
46.197,4.0709
46.213,2.2225
46.247,0.8121
46.297,-0.553
46.313,-1.8854
46.364,-3.3386
46.382,-4.7173
46.414,-5.8319
46.498,-6.7463
46.513,-7.4102
46.564,-7.8191
46.58,-7.9977
46.63,-8.0972
46.646,-7.9977
46.697,-7.7027
46.715,-7.3224
46.747,-6.6922
46.78,-5.8072
46.831,-4.7056
46.846,-3.4738
46.897,-2.1207
46.913,-0.7236
46.964,0.6169
46.979,1.9811
47.013,3.6732
47.046,5.3346
47.08,6.6949
47.13,8.0196
47.146,9.2948
47.197,10.065
47.213,10.6635
47.264,11.3185
47.279,11.7916
47.33,11.7244
47.346,11.0876
47.397,10.5047
47.415,9.9043
47.448,8.8571
47.483,7.4388
47.513,6.1449
47.546,4.6284
47.58,2.7836
47.613,0.983
47.647,-0.3837
47.68,-1.7041
47.713,-3.143
47.768,-4.5132
47.783,-5.6658
47.814,-6.6283
47.846,-7.4961
47.88,-7.986
47.913,-8.2729
47.964,-8.4014
47.979,-8.4612
48.014,-8.3256
48.046,-8.0065
48.081,-7.6296
48.113,-7.0038
48.149,-6.1588
48.18,-4.9823
48.213,-3.7395
48.247,-2.4821
48.297,-1.1122
48.313,0.2374
48.364,1.6004
48.379,3.2981
48.413,4.9611
48.447,6.4096
48.48,7.6055
48.565,8.7232
48.581,9.3402
48.613,10.1956
48.647,10.802
48.681,10.9038
48.713,10.7568
48.747,10.0283
48.781,9.3737
48.813,8.5131
48.847,7.4788
48.88,6.0966
48.913,4.7852
48.947,3.0358
48.98,1.2151
49.013,-0.1566
49.064,-1.4982
49.079,-2.7666
49.113,-4.1519
49.147,-5.3557
49.18,-6.2815
49.213,-7.376
49.249,-7.9344
49.28,-8.3176
49.313,-8.4832
49.347,-8.5729
49.38,-8.4771
49.414,-8.2024
49.45,-7.7125
49.48,-7.1554
49.513,-6.4356
49.547,-5.106
49.58,-3.9099
49.613,-2.5052
49.647,-1.0262
49.68,0.3157
49.713,1.6797
49.747,3.3553
49.784,5.0271
49.813,6.532
49.847,7.672
49.914,8.8703
49.947,9.5085
49.998,10.2768
50.013,10.8097
50.047,10.966
50.08,10.8652
50.116,10.2296
50.146,9.3472
50.179,8.5399
50.231,7.65
50.246,6.2755
50.28,5.0277
50.314,3.2244
50.346,1.324
50.381,-0.0642
