Tempo Ângulo omega x y
s graus graus/s  
177.2650 2.5823 -16.8298  
177.2810 2.3841 -39.4597  
177.3380 2.0738 -16.3541  
177.3670 1.7327 -58.3625  
177.3990 1.2822 -7.0633  
177.4190 0.8040 6.7155  
177.4480 0.3249 -3.1843  
177.5000 -0.2240 -4.4933  
177.5170 -0.7545 -37.4146  
177.5660 -1.3549 -23.2537  
177.6320 -1.8469 8.0270  
177.6650 -2.2052 21.3766  
177.6990 -2.4086 18.1231  
177.7330 -2.4041 11.3800  
177.7540 -2.4049 -13.3010  
177.7820 -2.4235 -1.5540  
177.8330 -2.3026 25.5342  
177.8660 -2.0605 29.6642  
177.8990 -1.7075 14.3244  
177.9150 -1.1630 48.4914  
177.9660 -0.6135 11.3735  
177.9990 -0.0850 14.9740  
178.0320 0.4367 16.6424  
178.0650 0.9064 -4.0479  
178.0990 1.4181 4.1604  
178.1320 1.7751 -48.2121  
178.2040 2.1638 22.4907  
178.2230 2.4647 5.2849  
178.2480 2.7092 -3.6296  
178.2990 2.8252 -9.9728  
178.3320 2.8484 -10.5755  
178.3650 2.7616 -18.3359  
178.3990 2.5425 -22.7707  
178.4320 2.2758 -18.4858  
178.4480 1.9310 -39.9342  
178.4990 1.5871 -31.0200  
178.5310 1.0682 -4.0850  
178.5480 0.5422 1.7107  
178.5990 -0.0007 -5.0893  
178.6320 -0.5188 -7.8935  
178.6480 -1.0296 -17.2701  
178.6990 -1.5326 -10.3149  
178.7660 -1.9386 2.9063  
178.7990 -2.2274 17.0405  
178.8180 -2.4429 4.9620  
178.8660 -2.4732 5.6152  
178.8980 -2.4992 -2.7394  
178.9140 -2.5184 6.1015  
178.9660 -2.3574 29.6464  
178.9980 -2.0920 24.4968  
179.0150 -1.7476 30.2265  
179.0660 -1.2823 13.3814  
179.0990 -0.7930 13.1836  
179.1320 -0.2963 19.2839  
179.1650 0.2594 20.7542  
179.1990 0.7641 -7.1031  
179.2320 1.2738 -1.1201  
179.3320 1.7859 1.2105  
179.3480 2.1184 -15.8647  
179.3990 2.3849 2.4214  
179.4320 2.5341 -19.9772  
179.4480 2.5596 -34.6290  
179.4990 2.4966 -8.8207  
179.5150 2.3086 -38.3881  
179.5700 1.9819 -12.7568  
179.5870 1.5926 -51.0608  
179.6150 1.0786 -45.8583  
179.6660 0.5303 -4.3448  
179.6850 0.0291 11.4534  
179.7320 -0.4886 -0.9049  
179.7650 -0.9744 -10.2923  
179.7990 -1.4972 -27.1711  
179.8650 -2.0449 -10.5982  
179.8810 -2.4308 62.7917  
179.9370 -2.6765 12.4957  
179.9540 -2.7920 25.5406  
179.9820 -2.7889 -3.5230  
180.0320 -2.8149 -10.2260  
180.0500 -2.8004 34.5269  
180.0990 -2.6033 36.4097  
180.1370 -2.3045 17.8020  
180.1910 -1.7923 22.4308  
180.2150 -1.1671 17.9214  
180.2660 -0.5858 11.0871  
180.2990 -0.0237 15.3778  
180.3150 0.5069 7.5166  
180.3660 0.9482 -19.4579  
180.4330 1.5011 9.0226  
180.4650 2.0295 11.7582  
180.4820 2.3475 -18.7820  
180.5330 2.5701 -5.4424  
180.5650 2.6227 -15.2864  
180.5810 2.5656 -41.6197  
180.6150 2.4092 -12.6119  
180.6660 2.1414 -11.8713  
180.6990 1.7913 -21.3094  
180.7170 1.3904 -83.3835  
180.7660 0.8709 -11.8410  
180.7830 0.3213 4.3857  
180.8320 -0.1880 1.6906  
180.8480 -0.6951 -15.8917  
180.8990 -1.1803 -5.3178  
180.9360 -1.6821 -22.4508  
180.9990 -2.1362 0.7504  
181.0320 -2.4370 28.1280  
181.0490 -2.6400 16.1386  
181.0990 -2.6756 3.4544  
181.1320 -2.6702 -5.1440  
181.1660 -2.6630 2.7117  
181.1990 -2.5380 38.2205  
181.2320 -2.2807 32.3898  
181.2490 -1.9405 32.7838  
181.3000 -1.4755 8.1876  
181.3170 -0.9445 41.5625  
181.3650 -0.4509 11.5803  
181.3820 0.0875 42.4344  
181.4330 0.6217 2.5501  
181.4650 1.1974 7.6886  
181.4830 1.7165 -26.3519  
181.5660 2.1700 7.3079  
181.5840 2.4713 -25.2606  
181.6330 2.7260 1.8741  
181.6650 2.8805 -18.2295  
181.6820 2.9139 -29.7578  
181.7320 2.8353 -11.2654  
181.7650 2.6260 -17.7611  
181.7860 2.3601 -20.7778  
181.8150 1.9984 -24.5333  
181.8660 1.5227 -31.6459  
181.8980 0.9507 -11.1513  
181.9150 0.4479 13.9794  
181.9660 -0.1019 -7.4323  
181.9980 -0.6153 -6.8326  
182.0140 -1.0917 -8.4681  
182.1330 -1.5885 -6.4494  
182.1490 -1.9304 60.1079  
182.1990 -2.1928 7.2067  
182.2320 -2.3653 5.6369  
182.2480 -2.3892 -7.9040  
182.2980 -2.3535 4.7648  
182.3150 -2.1995 83.5437  
182.3660 -1.9322 14.8063  
182.4030 -1.5959 12.7160  
182.4200 -1.1730 43.0054  
182.4490 -0.6242 16.9315  
182.4990 -0.1155 11.2081  
182.5330 0.4129 16.4259  
182.5480 0.9405 11.8239  
182.5990 1.4957 2.9361  
182.6990 2.0487 2.1514  
182.7150 2.4035 -35.0339  
182.7650 2.6780 -0.9598  
182.7810 2.8528 -32.9446  
182.8320 2.9035 -9.9901  
182.8480 2.8522 -33.0527  
182.8990 2.6750 -13.7058  
182.9140 2.3982 -29.1099  
182.9490 2.0096 -26.8994  
182.9820 1.4782 -38.7266  
183.0150 0.9062 -5.7940  
183.0490 0.4132 6.7688  
183.0990 -0.0977 -4.5479  
183.1320 -0.6043 -14.6678  
183.1500 -1.1054 -25.2543  
183.2330 -1.4040 18.0194  
183.2650 -1.7519 -37.2183  
183.2820 -2.0170 23.0105  
183.3330 -2.1605 5.3676  
183.3650 -2.1485 8.6798  
183.3820 -2.1509 -19.7514  
183.4160 -2.1255 14.9626  
183.4670 -1.9330 28.3081  
183.5110 -1.6275 14.6718  
183.5420 -1.2073 22.3372  
183.5590 -0.8865 29.5256  
183.5820 -0.3911 24.1057  
183.6410 0.1363 12.0614  
183.6590 0.6680 17.5843  
183.6810 1.1651 -3.0928  
183.7330 1.5519 -27.6795  
183.7990 1.7129 -26.5047  
183.8210 2.0367 139.6511  
183.8490 2.3003 1.5482  
183.8820 2.4787 -4.8107  
183.9150 2.5568 -15.2088  
183.9670 2.5202 -11.3931  
183.9910 2.3524 -25.0151  
184.0330 2.0620 -21.6661  
184.0550 1.7154 -28.6112  
184.1000 1.4147 -21.7823  
184.1220 1.1951 -42.6619  
184.1670 0.6936 5.6227  
184.1890 0.1821 -2.5924  
184.2330 -0.3526 -8.8531  
184.2560 -0.8562 -8.3507  
184.3050 -1.5098 -42.6840  
184.3660 -2.0190 13.8301  
184.3880 -2.3169 54.6626  
184.4260 -2.5161 9.4120  
184.4580 -2.5877 9.2426  
184.4910 -2.5886 -7.0233  
184.5240 -2.6134 0.4490  
184.5700 -2.5243 23.5042  
184.6010 -2.3002 31.0059  
184.6350 -1.9759 23.7859  
184.6740 -1.3637 20.2132  
184.7160 -0.7811 13.0478  
184.7530 -0.2828 9.7090  
184.7840 0.2664 27.9361  
184.8150 0.7908 1.5714  
184.8470 1.3285 -3.1038  
184.8800 1.7336 -39.7300  
184.9350 2.1288 17.8633  
184.9720 2.4706 11.5291  
185.0100 2.7265 -1.3209  
185.0400 2.8643 -13.0578  
185.0690 2.8782 -23.8609  
185.0980 2.8129 -14.9065  
185.1280 2.6167 -14.7703  
185.1570 2.3147 -34.8359  
185.2020 1.9586 -14.2024  
185.2300 1.5969 -48.8252  
185.2580 1.0980 -13.9246  
185.3020 0.5717 3.4639  
185.3310 0.0541 1.2929  
185.3590 -0.4594 -12.5465  
185.4010 -0.9458 -10.0174  
185.4290 -1.5389 -53.5749  
185.5020 -2.0411 6.3981  
185.5300 -2.3091 47.5467  
185.5580 -2.4733 14.2455  
185.6020 -2.4779 5.1993  
185.6360 -2.4768 -9.7884  
185.6660 -2.4677 7.7437  
185.6930 -2.3264 50.3690  
185.7350 -2.0747 17.9015  
185.7700 -1.7113 19.8985  
185.7970 -1.1380 22.1969  
185.8250 -0.5672 15.7828  
185.8680 -0.0708 13.6738  
185.8980 0.4463 20.1763  
185.9250 0.9323 -3.0749  
185.9680 1.4680 3.8518  
186.0750 1.9865 0.5555  
186.1050 2.3343 -11.5572  
186.1330 2.6097 0.9825  
186.1610 2.7540 -21.9400  
186.2020 2.7978 -9.9044  
186.2290 2.7391 -21.5517  
186.2600 2.5632 -18.8815  
186.3020 2.2715 -13.1362  
186.3300 1.8890 -35.4329  
186.3570 1.3618 -47.4353  
186.3930 0.8088 -5.5103  
186.4350 0.3260 8.4626  
186.4640 -0.1812 -7.5015  
186.4930 -0.6791 -17.9555  
186.5350 -1.1689 -7.7376  
186.6020 -1.7369 -20.3434  
186.6320 -2.1119 44.7801  
186.6600 -2.3824 17.6110  
186.7020 -2.5127 9.7866  
186.7350 -2.5016 4.0109  
186.7630 -2.5034 -11.6744  
186.8020 -2.4697 18.1979  
186.8290 -2.2845 48.0910  
186.8630 -1.9869 17.7264  
186.8960 -1.6010 16.8976  
186.9250 -1.0109 23.4348  
186.9680 -0.5185 8.5176  
186.9960 -0.0227 18.8438  
187.0460 0.4968 12.9420  
187.0990 0.9721 -5.8252  
187.1710 1.3518 -17.8200  
187.2380 1.7706 16.4097  
187.2970 2.0323 -4.5956  
187.3270 2.1689 -21.6070  
187.3680 2.1958 -13.1831  
187.4030 2.0832 -20.4303  
187.4310 1.8769 -20.3522  
187.4580 1.5053 -41.7061  
187.5010 0.9739 -22.1123  
187.5310 0.4733 -0.0329  
187.5590 0.1064 1.9328  
187.6010 -0.3966 -6.2208  
187.6290 -0.9347 -22.2415  
187.6560 -1.4547 -17.2827  
187.7350 -2.0909 -21.5547  
187.7630 -2.4365 78.2594  
187.7900 -2.6771 17.7757  
187.8260 -2.7645 11.2806  
187.8680 -2.7666 -2.3218  
187.8960 -2.7670 0.5363  
187.9230 -2.6724 37.2115  
187.9570 -2.4396 32.9628  
187.9920 -2.0905 15.4331  
188.0350 -1.6469 11.1257  
188.0630 -0.9657 24.0653  
188.0900 -0.4593 16.3893  
188.1340 0.0593 13.6731  
188.1630 0.5669 10.2271  
188.1890 1.0636 -7.9476  
188.2240 1.3667 -54.8797  
188.3010 1.7652 25.4391  
188.3280 2.0604 3.2386  
188.3680 2.3032 0.3959  
188.3960 2.4414 -20.2366  
188.4220 2.4676 -17.1962  
188.4570 2.3936 -15.9700  
188.4990 2.2074 -12.3993  
188.5280 1.9289 -21.5707  
188.5680 1.6027 -17.1249  
188.5950 1.3461 -45.3431  
188.6350 0.8184 -18.7981  
188.6620 0.3077 9.5566  
188.6890 -0.2099 -1.9988  
188.7240 -0.7177 -13.3954  
188.7580 -1.2098 -8.5322  
188.8010 -1.6891 -10.0157  
188.8670 -2.1229 -0.9952  
188.8890 -2.4284 29.9060  
188.9330 -2.6234 9.5240  
188.9550 -2.6692 12.2139  
189.0000 -2.6578 -4.0190  
189.0210 -2.6696 1.2726  
189.0670 -2.5371 30.1754  
189.0930 -2.2701 33.7443  
189.1220 -1.9230 17.5950  
189.1670 -1.4777 12.2566  
189.1880 -0.9731 25.0839  
189.2330 -0.4729 13.6515  
189.2540 0.0474 29.5315  
189.3000 0.5557 3.2476  
189.3210 1.0549 -12.9791  
189.4330 1.5526 0.1055  
189.4540 1.9392 13.1738  
189.4880 2.2121 -7.6317  
189.5220 2.3760 -17.0433  
189.5500 2.4312 -19.1389  
189.5860 2.3704 -17.5775  
189.6240 2.2001 -12.6384  
189.6590 1.9119 -15.9857  
189.7000 1.5078 -24.6373  
189.7210 1.0259 -49.9808  
189.7670 0.5089 -7.3816  
189.7890 -0.0272 3.9043  
189.8330 -0.5627 -5.7726  
189.8550 -1.0494 -4.1608  
189.9000 -1.5082 -5.7027  
189.9660 -2.0395 -20.5612  
189.9870 -2.3889 63.7140  
190.0210 -2.6541 8.3091  
190.0670 -2.7777 8.8202  
190.0880 -2.7984 -0.9872  
190.1330 -2.8045 -4.2765  
190.1560 -2.7398 34.4925  
190.2000 -2.5378 25.4182  
190.2210 -2.2554 33.9357  
190.2670 -1.8857 13.4114  
190.2890 -1.3290 23.2821  
190.3330 -0.8532 12.0437  
190.3530 -0.3600 22.8158  
190.3830 0.1474 18.2342  
190.4330 0.6669 2.0025  
190.4570 1.0947 -46.1857  
190.5330 1.4519 1.1439  
190.5560 1.7842 37.7999  
190.6000 2.0466 0.3125  
190.6210 2.2093 -18.1117  
190.6670 2.2707 -10.8860  
190.6890 2.2422 -16.7897  
190.7340 2.1146 -11.8726  
190.7550 1.8656 -31.7486  
190.8000 1.5463 -13.3988  
190.8210 1.2361 -48.4682  
190.8670 0.8249 -20.0680  
190.8940 0.2837 -15.9298  
190.9230 -0.2418 5.8668  
190.9670 -0.7745 -10.2661  
190.9880 -1.2515 2.6556  
191.0330 -1.7601 -15.2149  
191.1000 -2.2375 -3.3276  
191.1220 -2.5792 31.3580  
191.1660 -2.8342 6.0222  
191.1880 -2.9370 22.8810  
191.2340 -2.9790 -6.8389  
191.2560 -2.9507 12.4195  
191.2990 -2.8317 25.0449  
191.3210 -2.5650 46.5810  
191.3670 -2.2534 10.9653  
191.3890 -1.7984 34.1114  
191.4330 -1.2768 10.0613  
191.4600 -0.7764 17.7035  
191.4890 -0.2598 14.7062  
191.5330 0.2576 11.6153  
191.5540 0.8053 -0.5331  
191.6000 1.2142 -24.2215  
191.6660 1.5707 8.3729  
191.6880 1.8774 23.9281  
191.7330 2.1336 -0.0058  
191.7550 2.2549 -27.1847  
191.8000 2.2857 -10.2924  
191.8210 2.2183 -23.9810  
191.8670 2.0527 -12.0936  
191.8880 1.7785 -27.3206  
191.9330 1.4349 -15.6890  
191.9540 1.0994 -49.1677  
191.9870 0.6066 -30.9419  
192.0170 0.0754 4.7685  
192.0660 -0.4568 -0.2166  
192.0890 -0.9647 -15.4350  
192.1330 -1.4358 -2.1639  
192.1550 -1.9081 -23.4513  
192.2330 -2.3490 -3.1030  
192.2550 -2.6583 33.7449  
192.3000 -2.8489 10.6932  
192.3210 -2.9329 1.5745  
192.3660 -2.9356 -4.6204  
192.3880 -2.8920 27.5713  
192.4330 -2.7446 22.8131  
192.4600 -2.4740 32.5027  
192.4890 -2.1296 22.1533  
192.5330 -1.6811 11.9295  
192.5560 -1.1530 24.1048  
192.6000 -0.6549 10.0514  
192.6180 -0.1499 30.5191  
192.6660 0.3865 7.2572  
192.6830 0.9270 -9.8896  
192.7990 1.4238 1.4697  
192.8170 1.8122 -3.1779  
192.8490 2.0718 -12.8477  
192.8820 2.2254 -12.6405  
192.9150 2.2781 -14.6614  
192.9490 2.2358 -11.6626  
192.9820 2.0786 -21.3881  
193.0200 1.8171 -13.0166  
193.0480 1.4456 -26.8313  
193.0820 0.9658 -36.7851  
193.1160 0.4153 -15.7974  
193.1480 -0.1109 5.8190  
193.1820 -0.6130 -4.9974  
193.2150 -1.1153 -12.7081  
193.2490 -1.5785 -2.7379  
193.3320 -2.1291 -15.2997  
193.3490 -2.4823 74.5416  
193.3820 -2.7729 4.0147  
193.4150 -2.9413 14.2335  
193.4490 -2.9831 0.4768  
193.4820 -2.9845 -4.0522  
193.5150 -2.9104 28.5249  
193.5490 -2.7068 33.0797  
193.5810 -2.3972 20.0520  
193.6150 -2.0303 14.1019  
193.6490 -1.4682 20.0520  
193.6820 -0.9867 13.9760  
193.7150 -0.4711 14.3367  
193.7490 0.0582 17.8737  
193.7820 0.5773 -2.6141  
193.8150 1.0104 -30.1039  
193.8830 1.2629 -12.7272  
193.9150 1.6017 62.1417  
193.9480 1.8621 -4.3319  
193.9820 2.0270 -13.9797  
194.0150 2.0816 -12.7488  
194.0490 2.0630 -7.9830  
194.0820 1.9404 -17.1650  
194.1150 1.6845 -22.0019  
194.1490 1.3979 -11.5450  
194.1820 1.1012 -33.1576  
194.2330 0.7804 -21.7006  
194.2500 0.2302 -17.9897  
194.2830 -0.2898 4.8240  
194.3330 -0.7857 -4.6890  
194.3500 -1.2647 -14.7733  
194.3830 -1.7828 -20.0919  
194.4660 -2.2422 0.2442  
194.4830 -2.5689 35.3761  
194.5150 -2.8269 9.2037  
194.5480 -2.9378 11.4223  
194.5810 -2.9691 -9.4022  
194.6160 -2.9532 4.7357  
194.6660 -2.8186 26.9107  
194.6850 -2.5719 46.6649  
194.7160 -2.2484 16.6954  
194.7490 -1.7839 22.6323  
194.7820 -1.2796 12.6641  
194.8160 -0.7899 13.3946  
194.8490 -0.2986 9.4347  
194.8820 0.2099 16.5959  
194.9150 0.7564 2.1283  
194.9490 1.1059 -53.0476  
195.0320 1.4552 16.1767  
195.0510 1.7529 19.5324  
195.0820 1.9999 0.3214  
195.1150 2.1082 -19.3826  
195.1490 2.1436 -9.1328  
195.1820 2.0852 -14.6611  
195.2150 1.9444 -15.5027  
195.2490 1.6834 -19.2731  
195.2840 1.3500 -18.6723  
195.3160 1.0885 -33.8849  
195.3590 0.6046 -20.4794  
195.4000 0.0696 -3.4370  
195.4220 -0.4514 6.8411  
195.4570 -0.9530 -12.7621  
195.4850 -1.4337 -3.5892  
195.5330 -1.8909 -5.1922  
195.6000 -2.3362 -5.8535  
195.6210 -2.6326 39.6811  
195.6660 -2.8468 3.7593  
195.6880 -2.9279 11.1786  
195.7330 -2.9460 -5.5763  
195.7550 -2.8879 28.2492  
195.8000 -2.7427 22.7089  
195.8220 -2.4559 44.0391  
195.8670 -2.1058 11.8348  
195.8880 -1.6757 26.2424  
195.9180 -1.1522 18.0787  
195.9660 -0.6680 9.1498  
195.9880 -0.1462 24.7902  
196.0340 0.3715 4.4695  
196.0550 0.8939 -9.7465  
196.1000 1.2567 -21.6477  
196.1670 1.6237 15.8719  
196.1880 1.8982 2.1139  
196.2320 2.1016 -4.0645  
196.2550 2.1995 -21.8862  
196.2820 2.1993 -16.2728  
196.3320 2.0978 -11.4663  
196.3500 1.8972 -24.7336  
196.3830 1.6275 -14.7372  
196.4330 1.2874 -18.1526  
196.4550 0.9517 -42.3291  
196.4990 0.4267 -18.8404  
196.5180 -0.0995 1.6853  
196.5490 -0.6093 -0.4618  
196.5820 -1.1038 -10.6409  
196.6150 -1.5637 -2.7990  
196.6990 -2.0680 -12.1220  
196.7170 -2.4569 39.4390  
196.7480 -2.7539 13.9274  
196.7820 -2.9026 16.9392  
196.8150 -2.9776 -5.8972  
196.8490 -2.9504 5.6602  
196.8820 -2.8572 21.0074  
196.9150 -2.6522 33.4191  
196.9480 -2.3569 16.7296  
196.9820 -1.9811 20.9741  
197.0150 -1.4558 14.4236  
197.0500 -0.9519 14.1836  
197.0830 -0.4564 10.5310  
197.1330 0.0470 13.1029  
197.1500 0.5825 7.4081  
197.1830 0.9989 -30.2639  
197.2660 1.3332 -1.5309  
197.2830 1.6763 70.0570  
197.3150 1.9553 -2.8053  
197.3490 2.1135 -14.5453  
197.3820 2.1748 -14.9346  
197.4160 2.1437 -12.5649  
197.4540 2.0399 -10.0118  
197.4990 1.8034 -14.9204  
197.5160 1.4949 -34.9230  
197.5490 1.1911 -28.8332  
197.5820 0.8015 -29.8704  
197.6160 0.2601 -9.6117  
197.6490 -0.2567 4.7139  
197.6820 -0.7590 -10.5695  
197.7150 -1.2314 -5.8788  
197.7480 -1.7152 -16.3909  
197.8330 -2.1315 3.4549  
197.8500 -2.4549 15.2318  
197.8820 -2.7103 2.6767  
197.9150 -2.8216 14.8113  
197.9490 -2.8430 -2.5207  
197.9820 -2.8109 6.2931  
198.0150 -2.6799 34.6813  
198.0490 -2.4410 21.4730  
198.0820 -2.1193 19.2309  
198.1160 -1.6731 20.7113  
198.1480 -1.2272 9.0706  
198.1820 -0.7635 12.8545  
198.2160 -0.2511 16.8284  
198.2520 0.2687 15.6382  
198.2900 0.7966 -0.1212  
198.3250 1.2012 -29.2907  
198.4000 1.5264 4.6753  
198.4270 1.8374 21.7740  
198.4540 2.0809 -1.4903  
198.5000 2.1932 -13.2210  
198.5220 2.2286 -21.7598  
198.5660 2.1851 -7.9805  
198.5940 2.0303 -19.3350  
198.6230 1.7613 -19.9885  
198.6520 1.4317 -21.0131  
198.7000 1.1169 -18.3018  
198.7210 0.6772 -42.7336  
198.7670 0.1481 -6.6678  
198.7880 -0.3725 2.1382  
198.8330 -0.8861 -11.9461  
198.8530 -1.3543 -1.2667  
198.8820 -1.7612 9.0469  
198.9660 -2.1989 -10.1225  
198.9830 -2.5075 41.8719  
199.0150 -2.7044 15.8857  
199.0480 -2.7865 8.1300  
199.0820 -2.7930 -4.1404  
199.1150 -2.7471 6.5922  
199.1480 -2.5961 33.2089  
199.1820 -2.3028 26.0220  
199.2160 -1.9483 17.2871  
199.2660 -1.5740 9.1779  
199.2860 -1.0574 28.6979  
199.3160 -0.5616 16.7856  
199.3660 -0.0814 7.0287  
199.3830 0.4277 32.8342  
199.4160 0.9388 -3.6648  
199.5320 1.4352 0.6090  
199.5510 1.8246 1.3475  
199.5820 2.0795 -14.8509  
199.6150 2.2413 -10.3827  
199.6530 2.3076 -13.0627  
199.6820 2.2578 -20.2403  
199.7150 2.1182 -11.9688  
199.7500 1.8942 -14.0601  
199.8000 1.5471 -13.4598  
199.8220 1.1112 -45.8510  
199.8660 0.5861 -18.6723  
199.8850 0.0880 15.5809  
199.9160 -0.3706 -2.1059  
199.9660 -0.8757 -16.1669  
199.9830 -1.3357 -2.6854  
200.0660 -1.8603 -14.8390  
200.0840 -2.2228 68.0802  
200.1150 -2.5150 6.7876  
200.1480 -2.6684 21.6703  
200.1820 -2.7404 -5.7275  
200.2150 -2.7264 1.1811  
200.2480 -2.6617 24.3073  
200.2820 -2.4836 31.4578  
200.3160 -2.1584 19.4907  
200.3500 -1.7841 13.0950  
200.3820 -1.2303 17.5982  
200.4160 -0.7457 15.6937  
200.4490 -0.2472 10.5616  
200.4990 0.2288 9.8180  
200.5170 0.7605 20.1272  
200.5490 1.1848 -32.3445  
200.6660 1.6327 8.8768  
200.6870 1.9787 2.3806  
200.7150 2.1932 -23.3149  
200.7490 2.3149 -14.1684  
200.7820 2.3473 -10.0012  
200.8150 2.2743 -15.8019  
200.8480 2.1105 -16.9090  
200.8820 1.8474 -14.8003  
200.9160 1.4564 -26.9602  
200.9490 1.0614 -32.5595  
200.9990 0.5261 -7.2833  
201.0170 0.0192 18.5314  
201.0500 -0.4563 -10.2859  
201.0820 -0.9183 -10.7948  
201.1150 -1.5126 -50.1203  
201.1990 -2.0055 5.8617  
201.2190 -2.3336 54.5395  
201.2570 -2.5641 12.4134  
201.2960 -2.6597 11.1249  
201.3200 -2.6929 -18.8300  
201.3660 -2.6570 7.1183  
201.3940 -2.5569 34.8443  
201.4230 -2.3199 35.5207  
201.4530 -1.9882 20.0145  
201.5000 -1.4490 8.9641  
201.5220 -0.9040 25.0664  
201.5660 -0.4367 7.0909  
201.5890 0.0469 27.6666  
201.6170 0.5475 21.5465  
201.6660 1.0985 1.0476  
201.7660 1.4292 -18.7429  
201.7900 1.8484 77.4851  
201.8190 2.1300 -11.9217  
201.8480 2.2995 -17.9345  
201.9000 2.3969 -5.7724  
201.9220 2.3841 -25.0272  
201.9520 2.2828 -19.0698  
201.9990 2.0831 -7.4171  
202.0170 1.7577 -36.2925  
202.0490 1.3121 -35.9769  
202.0870 0.9666 -22.9596  
202.1150 0.4165 -6.6696  
202.1490 -0.0593 11.6759  
202.1820 -0.5298 -14.1176  
202.2150 -0.9858 -4.7456  
202.2480 -1.5059 -36.0912  
202.3330 -2.0816 -13.2687  
202.3510 -2.3826 133.2288  
202.3820 -2.5633 17.7090  
202.4150 -2.6424 -4.0669  
202.4480 -2.6363 -0.6286  
202.4820 -2.5878 6.9924  
202.5150 -2.4485 39.5075  
202.5480 -2.1827 24.2334  
202.5870 -1.8443 14.6098  
202.6150 -1.3256 21.8333  
202.6660 -0.6592 6.8705  
202.6830 -0.1911 24.3463  
202.7160 0.2647 12.9130  
202.7500 0.7912 16.8517  
202.7830 1.3344 4.4362  
202.9000 1.8693 1.3201  
202.9180 2.2408 -18.2985  
202.9480 2.4970 -11.8046  
202.9820 2.6429 -15.6873  
203.0150 2.6867 -12.4041  
203.0660 2.6517 -8.5771  
203.0850 2.5250 -26.4832  
203.1160 2.2999 -18.0083  
203.1490 1.9420 -22.8457  
203.1830 1.4373 -38.9169  
203.2160 0.8731 -13.3282  
203.2480 0.3461 1.3479  
203.2820 -0.1230 6.5923  
203.3160 -0.5936 -16.1266  
203.3490 -1.0505 -8.2503  
203.4660 -1.4478 1.3623  
203.4840 -1.7812 7.4965  
203.5150 -2.0117 15.1665  
203.5490 -2.1831 -4.7686  
203.5820 -2.2125 2.9564  
203.6150 -2.1282 21.1011  
203.6480 -1.9507 29.5461  
203.6820 -1.7318 18.7655  
203.7150 -1.3914 20.1991  
203.7480 -0.9617 18.8411  
203.7830 -0.5132 9.8909  
203.8330 -0.0343 8.7872  
203.8520 0.4658 35.9493  
203.8830 0.9925 3.3045  
203.9330 1.5022 -1.4327  
204.0320 1.9495 0.7381  
204.0520 2.2986 -0.3904  
204.0810 2.5217 -21.4523  
204.1160 2.6316 -13.2904  
204.1740 2.6324 -8.1009  
204.1980 2.5656 -13.7185  
204.2210 2.3716 -36.2223  
204.2510 2.0594 -16.5933  
204.2850 1.6770 -17.6636  
204.3330 1.1820 -24.9563  
204.3550 0.6558 -10.8064  
204.3840 0.1480 6.0185  
204.4330 -0.3274 -6.0588  
204.4550 -0.7870 -13.9864  
204.4840 -1.2822 -28.4423  
204.5720 -1.7823 -4.3072  
204.5960 -2.0751 51.6418  
204.6190 -2.2741 19.1890  
204.6670 -2.3899 4.8006  
204.6900 -2.4109 -10.8490  
204.7190 -2.3871 7.2413  
204.7500 -2.2666 36.8401  
204.8000 -2.0312 17.0378  
204.8220 -1.7091 25.4057  
204.8510 -1.2494 19.0365  
204.9000 -0.7093 8.6502  
204.9220 -0.2605 14.8979  
204.9510 0.1853 14.1301  
205.0040 0.6975 16.9070  
205.0220 1.2304 -2.4256  
205.1320 1.7132 -2.6416  
205.1510 2.1011 10.1561  
205.1820 2.3844 -6.2848  
205.2150 2.5480 -19.3149  
205.2480 2.6105 -13.9121  
205.2820 2.6018 -8.4497  
205.3150 2.4987 -18.7127  
205.3490 2.3149 -11.6735  
205.3860 1.9814 -16.2108  
205.4150 1.5361 -40.1215  
205.4500 1.0876 -9.1858  
205.4830 0.5498 -21.2150  
205.5320 0.0583 5.4879  
205.5500 -0.4043 -19.4362  
205.5830 -0.8525 -9.5265  
205.6820 -1.3847 -11.3814  
205.7150 -1.7322 37.2229  
205.7490 -1.9755 18.9815  
205.7820 -2.1539 1.5031  
205.8150 -2.2481 -9.7269  
205.8480 -2.2824 8.3814  
205.8810 -2.1001 44.4195  
205.9150 -1.8867 17.0731  
205.9490 -1.5894 14.3658  
205.9820 -1.2062 16.5227  
206.0150 -0.6731 11.2715  
206.0480 -0.2186 13.4132  
206.0820 0.2179 13.6742  
206.1150 0.7239 22.5689  
206.1490 1.2378 -7.0938  
206.2490 1.8369 11.2730  
206.2820 2.2024 -26.3467  
206.3150 2.4402 -21.1067  
206.3480 2.5893 -12.0658  
206.3820 2.6325 -15.1432  
206.4150 2.5873 -15.4982  
206.4490 2.4548 -12.6662  
206.4820 2.2258 -15.1275  
206.5150 1.8720 -15.2628  
206.5490 1.4156 -37.2845  
206.5820 0.7872 -17.9396  
206.6160 0.2706 7.2930  
206.6490 -0.1931 -5.0698  
206.6830 -0.6928 -22.3106  
206.7200 -1.1378 0.8915  
206.8330 -1.5386 -0.6224  
206.8500 -1.8898 3.9169  
206.8820 -2.1423 15.2028  
206.9150 -2.3463 -0.5304  
206.9490 -2.4055 5.2845  
206.9830 -2.3615 12.9362  
207.0160 -2.2068 41.0450  
