Tempo Ângulo omega x y
s graus graus/s  
27.8150 5.3406 -64.1251  
27.8660 4.9661 -27.6348  
27.8810 4.4552 -97.8775  
27.9330 3.4809 -57.5683  
27.9480 2.4659 -28.3476  
27.9990 1.5247 -13.6925  
28.0140 0.6242 -18.3453  
28.0660 -0.3222 -15.8201  
28.0810 -1.2343 -19.4996  
28.1330 -2.1983 -4.3915  
28.1480 -3.2884 -152.5780  
28.1830 -4.2947 -16.2905  
28.2370 -4.8751 51.6864  
28.2510 -5.0919 45.8283  
28.2990 -5.1957 14.6968  
28.3150 -5.2370 -4.5942  
28.3650 -5.1888 12.3826  
28.3810 -4.9811 48.3556  
28.4330 -4.6438 19.2836  
28.4480 -4.0553 152.2276  
28.5000 -3.0760 31.1361  
28.5150 -1.8523 124.9773  
28.5480 -0.8623 13.7584  
28.5990 0.0535 -1.9820  
28.6140 0.9792 53.6754  
28.6650 1.9517 7.7228  
28.6810 2.8519 -6.4227  
28.7320 3.8009 24.7182  
28.7480 4.7856 85.0016  
28.7990 5.2991 -47.6272  
28.8150 5.6227 -17.4312  
28.8660 5.6652 -18.3727  
28.8940 5.5987 -22.7079  
28.9150 5.4516 -43.2140  
28.9480 5.2245 0.1798  
29.0000 4.8229 -25.9948  
29.0170 4.2548 -103.9829  
29.0480 3.3561 -65.9968  
29.0990 2.2251 -18.8623  
29.1150 1.3048 -20.1424  
29.1650 0.3935 -3.7932  
29.1810 -0.5373 -70.6848  
29.2320 -1.4368 -6.3402  
29.2480 -2.2622 -10.3721  
29.3320 -3.3551 -31.7809  
29.3510 -4.0163 156.0707  
29.3820 -4.4498 16.4294  
29.4150 -4.6154 19.1670  
29.4480 -4.7342 -14.9331  
29.4820 -4.6764 42.4339  
29.5170 -4.5356 18.3239  
29.5490 -4.1145 52.2090  
29.5990 -3.4842 35.3884  
29.6140 -2.6770 106.8837  
29.6660 -1.4659 26.3294  
29.6810 -0.4929 38.9880  
29.7320 0.3991 -5.9076  
29.7480 1.3158 54.9486  
29.7810 2.3010 5.8418  
29.8150 3.1075 -10.1200  
29.8990 3.9666 13.8985  
29.9150 4.5909 -42.4006  
29.9500 4.9509 -24.9224  
29.9810 5.1143 -11.7267  
30.0330 5.1572 3.1561  
30.0480 5.0356 -70.6262  
30.0820 4.8522 -27.0684  
30.1320 4.4236 -31.4395  
30.1480 3.7880 -117.3571  
30.1980 3.0123 -34.9042  
30.2140 2.0430 -48.0393  
30.2660 1.1517 1.9745  
30.2810 0.2879 -39.8627  
30.3320 -0.6483 -21.3249  
30.3480 -1.6270 -16.3357  
30.4000 -2.5043 -0.8694  
30.4660 -3.4205 -19.8271  
30.4810 -4.0047 116.5273  
30.5320 -4.3491 10.1908  
30.5480 -4.4582 37.9648  
30.5820 -4.4656 7.3338  
30.6150 -4.4427 12.2723  
30.6650 -4.2698 18.0493  
30.6810 -3.7755 132.9125  
30.7320 -3.0925 31.8583  
30.7480 -2.2703 84.2110  
30.7810 -1.2315 25.9818  
30.8150 -0.3614 1.7861  
30.8480 0.5205 19.3487  
30.8820 1.4139 21.2191  
30.9150 2.2908 2.5756  
30.9480 3.3214 58.8427  
30.9820 4.2206 -12.1161  
31.0150 4.8325 -22.5980  
31.0490 5.2047 -22.7347  
31.0990 5.3766 -13.1017  
31.1150 5.4264 -22.7176  
31.1490 5.3885 -24.0355  
31.1820 5.3039 5.2179  
31.2150 4.9992 -44.8104  
31.2660 4.5394 -28.7761  
31.2810 3.6477 -158.4394  
31.3320 2.6776 -23.4317  
31.3480 1.7228 -37.0886  
31.3990 0.8536 1.6106  
31.4140 -0.0196 -46.2325  
31.4490 -0.9492 -26.5339  
31.4820 -1.8203 -7.0293  
31.5150 -2.9246 -65.4513  
31.5490 -3.9981 -34.4036  
31.5990 -4.5709 70.7711  
31.6150 -4.8719 21.3195  
31.6480 -5.0002 16.1228  
31.6860 -5.0148 14.3305  
31.7150 -5.0323 1.8162  
31.7560 -4.9029 18.9021  
31.7820 -4.6181 24.0456  
31.8150 -4.0685 73.2290  
31.8490 -3.1405 47.7870  
31.8820 -1.9495 44.2024  
31.9150 -1.1343 -6.5998  
31.9490 -0.2711 24.1267  
31.9820 0.6258 26.3293  
32.0150 1.5004 9.7560  
32.0490 2.3619 -2.3199  
32.0820 3.2847 42.0785  
32.1150 4.2122 20.3720  
32.1490 4.7227 -51.5837  
32.1990 5.0511 -3.9269  
32.2150 5.1642 -43.4089  
32.2480 5.2354 -19.2673  
32.2810 5.2449 6.1435  
32.3150 5.0777 -26.4106  
32.3480 4.7520 -38.2828  
32.3820 4.2574 -51.9959  
32.4150 3.3540 -81.7868  
32.4480 2.3383 -13.6838  
32.4990 1.5330 6.8854  
32.5140 0.7021 -30.2302  
32.5480 -0.1627 -30.3644  
32.5820 -1.0495 -25.2026  
32.6160 -1.9857 -8.5562  
32.6480 -3.1384 -95.7071  
32.6820 -4.1830 -5.3566  
32.7150 -4.6878 109.9817  
32.7480 -4.8784 13.4553  
32.7810 -4.9728 15.4340  
32.8150 -5.0468 16.3558  
32.8490 -5.0561 5.6675  
32.8820 -4.9013 18.4513  
32.9320 -4.5590 20.3584  
32.9480 -3.9566 144.4172  
32.9820 -2.8867 47.4279  
33.0150 -1.6360 49.2522  
33.0480 -0.7933 -13.6596  
33.0820 0.0870 24.1370  
33.1150 0.9738 17.3944  
33.1480 1.8265 6.5040  
33.1810 2.6569 -0.8934  
33.2490 3.6953 39.5261  
33.2810 4.3836 -77.5458  
33.3150 4.8154 -7.5330  
33.3490 5.0221 -18.7348  
33.3820 4.9953 -21.5371  
33.4150 5.0126 -0.2713  
33.4490 4.8602 -25.7763  
33.4990 4.5008 -29.9371  
33.5150 3.9579 -101.2323  
33.5490 3.2063 -62.2350  
33.5860 2.1222 -17.2437  
33.6150 1.3168 10.5250  
33.6490 0.4428 -27.6812  
33.6820 -0.4215 -16.3812  
33.7150 -1.2979 -25.1972  
33.7480 -2.1939 -6.2262  
33.8160 -3.2189 -31.8388  
33.8490 -3.8710 67.6016  
33.8820 -4.2709 27.3476  
33.9160 -4.4013 17.0532  
33.9480 -4.4174 15.7485  
33.9820 -4.4283 10.5353  
34.0160 -4.2621 24.3858  
34.0490 -3.9205 36.7821  
34.0820 -3.2970 60.2033  
34.1150 -2.4953 47.7833  
34.1480 -1.4299 14.3267  
34.1820 -0.5395 14.1147  
34.2190 0.3336 19.7188  
34.2480 1.2158 23.1628  
34.2820 2.0588 3.2803  
34.3150 2.8579 -2.4674  
34.3830 3.6741 14.7155  
34.4160 4.2870 -24.8223  
34.4490 4.6829 -5.5617  
34.4820 4.8311 -27.2842  
34.5150 4.9608 8.7427  
34.5480 4.9541 -26.8029  
34.5820 4.7582 -34.1992  
34.6150 4.3367 -48.0059  
34.6490 3.7025 -59.2658  
34.6820 2.9327 -43.5560  
34.7200 2.0408 -5.8189  
34.7480 1.1854 -16.1934  
34.7810 0.2940 -16.4720  
34.8150 -0.5655 -17.1082  
34.8480 -1.5311 -23.4026  
34.8810 -2.5297 -36.8186  
34.9660 -3.4482 -4.2485  
34.9810 -4.0033 136.6556  
35.0160 -4.3041 15.0856  
35.0480 -4.4127 15.1192  
35.0820 -4.4375 18.1673  
35.1150 -4.3921 7.5321  
35.1480 -4.2838 2.5846  
35.1850 -3.8333 76.7606  
35.2150 -3.1582 49.1225  
35.2490 -2.2105 44.4299  
35.2820 -1.1344 28.0066  
35.3150 -0.2888 -7.7621  
35.3480 0.5679 19.3464  
35.3820 1.4536 22.8024  
35.4150 2.2770 -0.2064  
35.4490 3.3386 77.4053  
35.4820 4.2383 -46.4868  
35.5160 4.7724 -24.0136  
35.5490 5.1392 -6.0161  
35.5830 5.2771 -22.9176  
35.6150 5.2606 -19.3517  
35.6480 5.2150 -16.5727  
35.6820 5.1254 5.8348  
35.7150 4.8104 -44.8251  
35.7490 4.3192 -51.9986  
35.7820 3.3703 -58.9670  
35.8150 2.4415 -40.4060  
35.8490 1.5675 -7.8648  
35.8820 0.6383 -22.7873  
35.9150 -0.2089 1.2836  
35.9490 -1.0428 -14.3195  
35.9820 -1.8980 -23.0289  
36.0150 -2.8953 -37.0715  
36.0480 -3.8954 -45.6312  
36.0820 -4.4601 76.0157  
36.1150 -4.7436 26.2920  
36.1490 -4.8436 14.7327  
36.1820 -4.8666 15.2096  
36.2150 -4.7416 22.0828  
36.2490 -4.6165 1.2719  
36.2820 -4.3632 24.0978  
36.3150 -3.7982 71.4374  
36.3490 -2.9482 47.8281  
36.3820 -1.8005 44.5877  
36.4150 -0.9308 -5.9407  
36.4490 -0.0932 16.0852  
36.4820 0.7581 19.3487  
36.5150 1.6217 18.8978  
36.5490 2.4351 6.7177  
36.5820 3.4006 47.3661  
36.6150 4.3513 19.6221  
36.6490 4.8392 -66.7767  
36.6820 5.1015 -19.0825  
36.7150 5.1804 -11.0146  
36.7490 5.2077 -20.9126  
36.7820 5.2142 10.2560  
36.8150 5.0452 -33.8506  
36.8490 4.6772 -40.1497  
36.8820 4.1254 -48.8013  
36.9150 3.2178 -60.4478  
36.9490 2.1476 -28.7733  
36.9820 1.2534 -15.4750  
37.0150 0.3587 -19.2250  
37.0490 -0.4796 5.8974  
37.0820 -1.3415 -28.7174  
37.1150 -2.2567 -5.8810  
37.1490 -3.5436 -142.1671  
37.1820 -4.4578 71.5395  
37.2140 -4.9596 78.5915  
37.2480 -5.1774 24.8431  
37.2810 -5.2478 14.9970  
37.3150 -5.2158 15.1359  
37.3480 -5.0474 22.0791  
37.3820 -4.9098 -3.1567  
37.4210 -4.5397 35.3422  
37.4480 -3.9463 75.4582  
37.4820 -2.7082 47.4886  
37.5150 -1.5620 43.6580  
37.5480 -0.6195 14.5107  
37.5820 0.2279 -3.1410  
37.6150 1.0623 11.0584  
37.6490 1.9128 19.8647  
37.6820 2.7041 4.1510  
37.7490 3.7220 32.2209  
37.7820 4.3764 -68.3972  
37.8160 4.8178 -2.7085  
37.8480 5.0064 -28.5560  
37.8820 4.9706 -23.6019  
37.9150 4.9174 9.2050  
37.9490 4.7564 -34.8341  
37.9820 4.4066 -46.1462  
38.0150 3.8273 -49.0986  
38.0480 3.0528 -54.9847  
38.0820 1.9612 -29.7961  
38.1150 1.0505 -13.5503  
38.1490 0.1654 4.8273  
38.1820 -0.6821 -16.3297  
38.2160 -1.5459 -28.3821  
38.2480 -2.4518 -3.6619  
38.3160 -3.4687 -33.7300  
38.3490 -4.0847 75.3079  
38.3820 -4.4497 26.9801  
38.4160 -4.5850 14.1993  
38.4490 -4.6498 -9.3770  
38.4820 -4.5724 29.5861  
38.5160 -4.4434 19.9794  
38.5490 -4.0636 59.6690  
38.5820 -3.4402 44.6055  
38.6150 -2.6471 47.8484  
38.6480 -1.4949 39.3187  
38.6820 -0.6294 -11.2342  
38.7150 0.2200 22.1040  
38.7480 1.0557 10.4646  
38.7820 1.9835 18.0105  
38.8150 2.8569 13.0705  
38.8820 3.7151 7.8909  
38.9160 4.2651 -32.7543  
38.9480 4.6039 -20.0146  
38.9820 4.7484 -10.6867  
39.0150 4.6997 -19.2566  
39.0480 4.6689 -6.1256  
39.0860 4.4632 -26.8298  
39.1150 4.0620 -55.4830  
39.1490 3.4528 -43.1968  
39.1820 2.6086 -58.1312  
39.2150 1.6591 -15.8989  
39.2490 0.8517 9.0494  
39.2820 0.0316 -23.2633  
39.3150 -0.8061 -16.3210  
39.3490 -1.6662 -25.2976  
39.3810 -2.5555 -15.4606  
39.4150 -3.8314 -143.6723  
39.4480 -4.4286 156.9128  
39.4820 -4.8407 11.2395  
39.5160 -4.9664 27.8218  
39.5480 -4.9916 15.0231  
39.5820 -5.0637 -4.7707  
39.6150 -4.9679 27.6133  
39.6480 -4.7655 15.9851  
39.6820 -4.2474 67.5739  
39.7150 -3.5173 49.2306  
39.7490 -2.1746 36.5060  
39.7820 -1.2467 31.2346  
39.8150 -0.3941 -11.2448  
39.8490 0.4351 20.9215  
39.8810 1.2931 24.0476  
39.9150 2.1780 3.1207  
39.9490 3.1350 48.0325  
39.9810 4.0142 -7.8704  
40.0150 4.5321 -38.6457  
40.0480 4.8821 -1.6908  
40.0820 5.0283 -23.4202  
40.1150 5.0350 -11.0092  
40.1530 4.9972 -21.4964  
40.1810 4.8785 -3.5001  
40.2150 4.5395 -42.1640  
40.2480 4.0577 -40.0451  
40.2820 3.2053 -60.9527  
40.3160 2.2614 -34.3447  
40.3480 1.4133 -11.1028  
40.3820 0.5569 -4.0943  
40.4150 -0.2716 -15.6818  
40.4490 -1.1578 -27.6321  
40.4820 -1.9875 -7.6410  
40.5150 -3.1592 -106.6189  
40.5490 -4.1657 6.4293  
40.5820 -4.7328 93.1211  
40.6150 -5.0421 15.3041  
40.6480 -5.1366 29.6968  
40.6820 -5.1548 12.0064  
40.7150 -5.1034 16.8721  
40.7480 -4.9782 6.6735  
40.7820 -4.6499 32.1344  
40.8150 -4.0908 62.2745  
40.8490 -3.0325 43.3316  
40.8810 -1.8205 54.8770  
40.9150 -0.9576 -12.3222  
40.9490 -0.0650 23.6194  
40.9820 0.7660 11.0105  
41.0150 1.6433 26.4117  
41.0480 2.4636 -0.4003  
41.0820 3.3929 38.5537  
41.1150 4.2832 21.2510  
41.1480 4.7897 -53.9987  
41.1820 5.1270 -6.4251  
41.2160 5.1836 -30.9344  
41.2490 5.2095 -22.0111  
41.2810 5.1689 4.3502  
41.3150 4.9695 -36.0435  
41.3490 4.5730 -32.3116  
41.3820 4.0159 -49.1005  
41.4150 3.1308 -59.6294  
41.4480 2.0975 -23.6839  
41.4820 1.2635 6.1903  
41.5150 0.3822 -20.9323  
41.5480 -0.4439 -15.1397  
41.5820 -1.2935 -28.2761  
41.6150 -2.1721 -4.5838  
41.6490 -3.2501 -94.6886  
41.6810 -4.1512 20.9556  
41.7160 -4.6207 77.0262  
41.7490 -4.8248 20.7915  
41.7820 -4.8945 17.0475  
41.8160 -4.9230 18.3049  
41.8520 -4.8095 20.2361  
41.8810 -4.6475 -0.4767  
41.9160 -4.2223 47.7336  
41.9490 -3.6205 48.9185  
41.9820 -2.5358 48.7928  
42.0150 -1.4183 30.2380  
42.0480 -0.5774 -2.1059  
42.0820 0.2675 21.3614  
42.1150 1.1662 33.3138  
42.1490 2.0368 10.0639  
42.1820 2.8106 -7.2526  
42.2660 3.8313 29.2325  
42.2820 4.4622 -139.2328  
42.3160 4.9065 -7.4191  
42.3480 5.0720 -36.8048  
42.3820 5.0650 -21.3614  
42.4150 5.0697 1.4248  
42.4520 4.8890 -30.4947  
42.4820 4.4525 -48.5746  
42.5150 3.8205 -48.9185  
42.5490 3.0446 -49.3232  
42.5830 2.0353 3.5449  
42.6150 1.1672 -25.5030  
42.6490 0.2737 -14.8546  
42.6820 -0.5913 -27.0700  
42.7150 -1.4313 -14.4285  
42.7490 -2.2815 -1.6087  
42.8160 -3.1178 -14.7849  
42.8490 -3.6871 36.7998  
42.8820 -4.0490 13.9126  
42.9110 -4.1639 27.3321  
42.9480 -4.2364 14.7121  
42.9820 -4.1584 20.2859  
43.0150 -4.0538 -7.2679  
43.0490 -3.6181 71.1079  
43.0820 -2.9728 49.1019  
43.1150 -2.1817 42.5460  
43.1490 -1.1853 31.1950  
43.1820 -0.3441 -10.1926  
43.2150 0.5238 22.0135  
43.2490 1.3398 8.0174  
43.2820 2.1762 22.6891  
43.3150 3.0528 33.0694  
43.3860 3.9279 -3.5793  
43.4150 4.4799 -28.0562  
43.4490 4.7744 -28.0591  
43.4810 4.8832 -14.1924  
43.5160 4.8132 -20.7467  
43.5480 4.7790 0.6363  
43.5820 4.5666 -31.0200  
43.6150 4.1655 -48.9359  
43.6480 3.4991 -57.6957  
43.6820 2.5864 -40.3393  
43.7150 1.6933 -1.7666  
43.7490 0.8274 -15.9515  
43.7820 0.0156 -12.4791  
43.8150 -0.8436 -28.1386  
43.8480 -1.6559 -7.8133  
43.8810 -2.7310 -78.9853  
43.9150 -3.8990 -58.3812  
43.9480 -4.4963 124.0312  
43.9810 -4.8392 19.4074  
44.0150 -4.9592 25.1859  
44.0480 -5.0225 15.4297  
44.0820 -4.9601 21.0214  
44.1160 -4.8549 0.4983  
44.1490 -4.6195 11.2673  
44.1810 -4.0867 84.9183  
44.2160 -3.1603 37.9810  
44.2480 -1.9038 41.1180  
44.2820 -0.9532 30.4113  
44.3150 -0.1006 -10.2835  
44.3490 0.7850 34.8958  
44.3820 1.6394 5.9569  
44.4150 2.4271 1.4677  
44.4490 3.3602 43.2492  
44.4820 4.3425 26.1799  
44.5160 4.8283 -66.1048  
44.5490 5.1708 -3.1412  
44.5820 5.3524 -8.8996  
44.6160 5.3776 -15.5772  
44.6490 5.2869 -45.4165  
44.6820 5.0806 0.9472  
44.7160 4.7408 -33.4997  
44.7480 4.2489 -46.0086  
44.7820 3.3400 -79.3871  
44.8150 2.3031 -12.6201  
44.8480 1.4468 -13.3845  
44.8820 0.5893 -3.4086  
44.9150 -0.2882 -14.9572  
44.9490 -1.1916 -23.1932  
44.9810 -1.9796 -10.7696  
45.0160 -3.0403 -77.0070  
45.0490 -3.9835 1.0506  
45.0810 -4.5146 82.8176  
45.1150 -4.7390 10.8058  
45.1490 -4.8401 24.0008  
45.1820 -4.8349 18.8498  
45.2150 -4.8090 2.7244  
45.2480 -4.6737 18.2216  
45.2820 -4.3451 33.6693  
45.3150 -3.7708 63.9998  
45.3490 -2.7651 47.6119  
45.3820 -1.6589 31.4958  
45.4150 -0.8140 1.1455  
45.4490 0.0398 13.4050  
45.4820 0.8851 22.1604  
45.5160 1.6793 3.2599  
45.5490 2.4669 0.7328  
45.6160 3.4332 35.6378  
45.6490 4.0630 -67.2388  
45.6810 4.4710 -3.3421  
45.7150 4.6942 -6.7585  
45.7480 4.7162 -29.4522  
45.7820 4.6422 -27.1371  
45.8150 4.5212 -0.3910  
45.8480 4.1917 -41.0754  
45.8820 3.6890 -47.6563  
45.9150 3.0006 -55.5158  
45.9490 1.9777 -28.1804  
45.9860 1.1706 -1.6428  
46.0150 0.3419 -11.1352  
46.0490 -0.5594 -28.1353  
46.0820 -1.4055 -12.6912  
46.1150 -2.1742 -4.5090  
46.1820 -3.2137 -40.6220  
46.2160 -3.8432 80.7537  
46.2490 -4.2191 27.7057  
46.2810 -4.3624 15.4757  
46.3160 -4.3567 15.1982  
46.3480 -4.3223 7.0388  
46.3820 -4.2176 11.2079  
46.4160 -3.8191 58.2366  
46.4480 -3.2169 50.6031  
46.4820 -2.4531 43.1408  
46.5150 -1.2979 36.1517  
46.5480 -0.4576 -12.2332  
46.5820 0.4048 33.3739  
46.6150 1.2246 2.1084  
46.6480 1.9969 1.7395  
46.6820 2.7592 3.6608  
46.7490 3.6218 20.6669  
46.7820 4.1364 -45.4690  
46.8150 4.4928 1.1329  
46.8480 4.6173 -25.8177  
46.8810 4.5678 -16.5727  
46.9150 4.5590 0.0820  
46.9490 4.3372 -29.2671  
46.9820 3.9617 -44.4639  
47.0150 3.3976 -55.4205  
47.0480 2.6745 -44.3900  
47.0820 1.8128 -0.0334  
47.1160 1.0305 -20.8008  
47.1480 0.2004 -13.7765  
47.1820 -0.6564 -32.8988  
47.2150 -1.4843 -7.8135  
47.2500 -2.3118 0.1990  
47.3160 -3.0781 -5.8009  
47.3530 -3.6521 12.2921  
47.3820 -3.9589 29.0906  
47.4150 -4.0662 16.0692  
47.4490 -4.1005 21.4333  
47.4820 -4.0585 1.6749  
47.5150 -3.9571 4.6599  
47.5490 -3.4893 74.8524  
47.5810 -2.8485 46.0335  
47.6150 -2.0718 40.1497  
47.6480 -1.1575 30.0864  
47.6810 -0.3102 -6.4918  
47.7160 0.5645 31.9063  
47.7480 1.3864 0.0803  
47.7820 2.1558 6.0216  
47.8160 3.1883 78.9624  
47.8480 4.0379 -52.3222  
47.8820 4.6649 9.3630  
47.9150 5.0093 -40.9658  
47.9490 5.2037 -3.9953  
47.9860 5.1914 -29.0246  
48.0160 5.2359 11.7978  
48.0490 5.0957 -22.1272  
48.0820 4.8136 -42.9250  
48.1160 4.3490 -47.6638  
48.1490 3.4267 -57.3157  
48.1820 2.5623 -33.2291  
48.2150 1.6475 -5.6074  
48.2480 0.8257 -12.7906  
48.2820 -0.0281 -13.4012  
48.3150 -0.8722 -29.5904  
48.3490 -1.7686 -4.9872  
48.3870 -2.8671 -72.4082  
48.4150 -3.8264 -0.8561  
48.4480 -4.3916 70.3337  
48.4820 -4.7139 15.7829  
48.5150 -4.8186 32.7082  
48.5490 -4.8608 12.9461  
48.5820 -4.7880 22.0791  
48.6150 -4.6435 7.8800  
48.6480 -4.3471 16.4742  
48.6820 -3.8341 58.6968  
48.7160 -2.8853 47.2622  
48.7490 -1.8031 39.6922  
48.7820 -0.9513 0.5132  
48.8150 -0.1076 13.8071  
48.8480 0.6901 18.7935  
48.8820 1.4903 13.6571  
48.9190 2.2573 10.7288  
48.9490 3.0448 15.4810  
48.9820 3.9248 44.5253  
49.0150 4.4076 -59.9057  
49.0480 4.6981 -9.5568  
49.0820 4.8001 -16.9391  
49.1150 4.8365 -19.3399  
49.1490 4.8324 1.4690  
49.1820 4.6866 -24.1303  
49.2150 4.3638 -39.5822  
49.2490 3.8404 -47.3295  
49.2820 3.0418 -69.2868  
49.3150 2.0466 -15.0800  
49.3480 1.2657 5.0365  
49.3820 0.4526 -18.7533  
49.4150 -0.3470 -13.3282  
49.4490 -1.1815 -29.0492  
49.4820 -2.0368 -4.8030  
49.5150 -3.2201 -123.5291  
49.5490 -4.1069 48.8106  
49.5820 -4.5914 73.1228  
49.6150 -4.8108 11.0524  
49.6490 -4.8838 28.4360  
49.6820 -4.9202 16.1092  
49.7180 -4.8109 22.7648  
49.7490 -4.6461 3.7432  
49.7820 -4.2819 30.4605  
49.8160 -3.7252 51.9628  
49.8480 -2.5988 50.6488  
49.8820 -1.5025 39.9566  
49.9150 -0.6792 -9.5816  
49.9480 0.1790 21.5833  
49.9820 1.0252 24.9272  
50.0150 1.8122 -1.8152  
50.0490 2.5380 6.1001  
50.1160 3.4903 35.5313  
50.1490 4.1065 -71.3910  
50.1860 4.5262 -5.3486  
50.2150 4.7125 -24.6096  
50.2490 4.6991 -18.7691  
50.2820 4.6171 -30.3624  
50.3150 4.4489 -4.5547  
50.3490 4.0708 -36.7986  
50.3820 3.5514 -44.6351  
50.4150 2.8151 -59.4481  
50.4490 1.7703 -20.7011  
50.4820 0.9874 7.9516  
50.5150 0.1514 -22.0847  
50.5490 -0.6572 -12.9163  
50.5820 -1.4895 -26.5198  
50.6150 -2.2435 -6.6428  
50.6830 -3.1105 -18.8311  
50.7150 -3.7008 47.3554  
50.7510 -4.0580 23.8751  
50.7820 -4.1659 17.1059  
50.8150 -4.2216 -5.5309  
50.8480 -4.2275 23.0832  
50.8820 -4.0876 21.4295  
50.9150 -3.7305 52.5171  
50.9490 -3.1238 47.6552  
50.9820 -2.3639 39.7904  
51.0150 -1.4739 0.6447  
51.0490 -0.6446 26.6790  
51.0860 0.1622 17.1748  
51.1150 0.9647 16.7744  
51.1490 1.8050 5.7629  
51.1820 2.7555 56.4883  
51.2490 3.6569 3.5455  
51.2820 4.1715 -64.7029  
51.3150 4.4865 -11.4050  
51.3490 4.6173 -15.5503  
51.3820 4.6821 -19.3319  
51.4160 4.5560 -29.4623  
51.4490 4.3415 -7.5575  
51.4830 3.9463 -38.8490  
51.5160 3.3843 -44.5700  
51.5480 2.4703 -51.7702  
51.5820 1.5318 -0.2174  
51.6150 0.7496 -17.3531  
51.6490 -0.0497 -16.0792  
51.6820 -0.8882 -27.9009  
51.7150 -1.6925 -8.9580  
51.7490 -2.6842 -84.5969  
51.7820 -3.6872 -10.9973  
51.8150 -4.3270 70.0757  
51.8490 -4.7145 30.9158  
51.8820 -4.8347 30.7952  
51.9150 -4.9179 11.0000  
51.9490 -4.8804 18.6746  
51.9820 -4.7324 16.8898  
52.0160 -4.4949 -0.7321  
52.0490 -3.9920 71.4583  
52.0820 -3.0689 40.1588  
52.1150 -1.9738 41.1305  
52.1480 -0.9958 34.5754  
52.1820 -0.1782 -16.2210  
52.2150 0.6105 22.0087  
52.2480 1.4012 11.5916  
52.2820 2.1485 5.9271  
52.3150 3.0415 61.0576  
52.3480 3.8889 -14.5896  
52.3820 4.3456 -45.5466  
52.4150 4.6749 1.5353  
52.4490 4.8566 -3.4791  
52.4830 4.8029 -35.6740  
52.5180 4.7485 -15.9713  
52.5490 4.5772 -14.2618  
52.5820 4.2868 -24.5038  
52.6150 3.8432 -40.3089  
52.6490 2.9774 -64.9479  
52.6820 2.0998 -18.1433  
52.7150 1.3620 -4.5635  
52.7490 0.5553 -18.7518  
52.7820 -0.2835 -13.3384  
52.8150 -1.0965 -28.9475  
52.8490 -1.8813 -8.1217  
52.8820 -2.9345 -94.7493  
52.9170 -3.8911 4.5032  
52.9490 -4.4092 95.4537  
52.9810 -4.6836 7.1674  
53.0160 -4.7974 28.7831  
53.0480 -4.8416 17.0124  
53.0820 -4.8272 -1.4884  
53.1080 -4.6821 33.3066  
53.1490 -4.3629 19.1907  
53.1820 -3.8216 58.9068  
53.2150 -2.8354 40.0751  
53.2490 -1.7514 33.3964  
53.2820 -0.9571 4.8001  
53.3150 -0.1403 13.7478  
53.3490 0.6393 18.6922  
53.3820 1.4369 21.9474  
53.4150 2.2316 -2.4353  
53.4490 3.0749 39.8038  
53.4820 3.9331 28.3476  
53.5150 4.3796 -65.8772  
53.5490 4.6923 -0.4173  
53.5820 4.8080 -25.3147  
53.6150 4.8443 -19.2566  
53.6480 4.7445 -27.4874  
53.6820 4.5895 2.4493  
53.7150 4.2350 -38.4941  
53.7480 3.7266 -49.1005  
53.7820 2.8860 -57.8756  
53.8150 1.8887 -19.1553  
53.8490 1.1228 4.1306  
53.8810 0.2854 -22.7729  
53.9150 -0.5123 -12.9262  
53.9490 -1.3230 -22.4856  
53.9820 -2.0586 -4.7329  
54.0490 -3.0449 -36.1901  
54.0820 -3.6606 73.8349  
54.1150 -4.0849 8.8965  
54.1490 -4.2055 31.4445  
54.1820 -4.2085 16.4940  
54.2150 -4.1620 19.2332  
54.2490 -4.0297 3.8121  
54.2820 -3.6962 47.6784  
54.3150 -3.1394 44.4780  
54.3490 -2.4206 43.0440  
54.3820 -1.3707 26.8501  
54.4150 -0.5728 -2.5222  
54.4480 0.2774 24.7534  
54.4820 1.0461 7.4812  
54.5150 1.8292 20.8483  
54.5490 2.5425 -1.8504  
54.6160 3.4559 31.7821  
54.6490 4.0155 -59.4854  
54.6820 4.4274 -0.3166  
54.7150 4.5894 -31.3749  
54.7480 4.5810 -24.7534  
54.7820 4.6072 7.7036  
54.8160 4.4306 -35.6292  
54.8480 4.0824 -45.6783  
54.8820 3.5329 -38.9493  
54.9150 2.8100 -54.4521  
54.9490 1.8569 -5.0940  
54.9820 1.0622 -11.4621  
55.0150 0.2154 -16.1294  
55.0490 -0.5823 -16.0179  
55.0820 -1.3645 -20.0186  
55.1150 -2.2965 -37.4730  
55.1490 -3.6291 -153.4569  
55.1820 -4.3183 150.6540  
55.2150 -4.7337 42.8707  
55.2490 -4.8768 27.2314  
55.2820 -4.9588 13.2702  
55.3160 -4.9304 21.3416  
55.3490 -4.7762 21.9757  
55.3820 -4.5870 -5.8837  
55.4160 -4.1490 53.7373  
55.4480 -3.4405 45.9119  
55.4830 -2.0507 45.5676  
55.5150 -1.1838 -8.0406  
55.5480 -0.3767 24.7376  
55.5860 0.4086 18.6546  
55.6150 1.1864 12.4763  
55.6480 1.9077 4.8889  
55.6820 2.8523 86.9929  
55.7150 3.6217 -58.9579  
55.7490 4.3220 33.4000  
55.7820 4.7300 -44.0504  
55.8150 4.8676 -33.6083  
55.8490 4.9765 -16.0227  
55.8830 4.9492 -16.0130  
55.9150 4.8590 2.4556  
